trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
1345.0,9.62,1.0,157.5,0,62.625,220.125,0
564.0,4.67,1.0,75.0,15,30.375,120.375,1
1923.0,15.72,5.0,232.5,66,30.075000000000045,328.57500000000005,1
952.0,2.25,1.0,82.5,35,34.07500000000002,151.57500000000002,1
895.0,5.15,1.0,97.5,31,26.67500000000001,155.175,1
411.0,3.38,1.0,67.5,15,5.625,88.125,0
437.0,1.83,2.0,52.5,0,13.5,66.0,0
1212.0,5.18,1.0,112.5,0,13.5,126.0,0
660.0,3.38,2.0,75.0,21,30.450000000000003,126.45,1
561.0,3.81,1.0,71.25,15,6.450000000000003,92.7,0
963.0,3.88,1.0,90.0,19,6.200000000000003,115.2,0
1449.0,4.35,1.0,120.0,29,26.950000000000017,175.95000000000002,1
280.0,1.11,1.0,37.5,0,6.0,43.5,0
794.0,2.24,1.0,71.25,21,13.650000000000006,105.9,0
676.0,3.22,3.0,75.0,0,6.0,81.0,0
383.0,1.58,1.0,48.75,0,6.0,54.75,0
447.0,1.82,1.0,48.75,11,5.950000000000003,65.7,0
246.0,1.29,2.0,37.5,10,13.625,61.125,0
601.0,2.41,1.0,63.75,0,6.0,69.75,0
573.0,3.06,1.0,67.5,0,6.0,73.5,0
767.0,3.15,1.0,78.75,21,26.700000000000003,126.45,1
988.0,3.85,1.0,93.75,0,6.0,99.75,0
333.0,0.82,3.0,41.25,0,13.5,54.75,0
519.0,2.11,1.0,56.25,0,13.5,69.75,0
762.0,4.97,1.0,90.0,35,26.575000000000017,151.57500000000002,1
488.0,1.37,1.0,48.75,0,6.0,54.75,0
1632.0,6.12,1.0,142.5,45,34.125,221.625,1
2256.0,13.87,1.0,228.75,48,9.449999999999989,286.2,0
495.0,2.62,1.0,56.25,5,13.75,75.0,0
642.0,3.51,1.0,71.25,0,13.5,84.75,0
540.0,3.54,1.0,67.5,0,6.0,73.5,0
1047.0,4.68,1.0,101.25,34,13.925000000000011,149.175,0
890.0,3.64,1.0,86.25,0,6.0,92.25,0
330.0,1.29,1.0,41.25,0,6.0,47.25,0
454.0,2.25,1.0,56.25,13,9.950000000000003,79.2,0
1437.0,6.49,1.0,131.25,0,26.625,157.875,1
725.0,2.33,1.0,67.5,0,13.5,81.0,0
1109.0,9.27,1.0,146.25,36,34.19999999999999,216.45,1
446.0,1.4,1.0,48.75,11,5.950000000000003,65.7,0
1484.0,4.22,1.0,123.75,0,13.5,137.25,0
577.0,2.59,1.0,63.75,0,6.0,69.75,0
1292.0,14.63,2.0,300.0,76,1.8500000000000227,377.85,0
380.0,1.4,1.0,45.0,15,13.125,73.125,0
2267.0,22.84,1.0,450.0,0,22.875,472.875,1
769.0,4.02,1.0,82.5,33,26.32499999999999,141.825,1
265.0,1.14,1.0,37.5,0,6.0,43.5,0
1552.0,7.48,1.0,142.5,0,6.0,148.5,0
217.0,1.19,1.0,33.75,0,13.5,47.25,0
150.0,0.27,1.0,26.25,0,6.0,32.25,0
805.0,3.52,1.0,82.5,0,6.0,88.5,0
240.0,0.97,1.0,33.75,8,5.950000000000003,47.7,0
645.0,3.14,1.0,71.25,0,6.0,77.25,0
232.0,1.61,1.0,41.25,0,6.0,47.25,0
823.0,7.82,1.0,123.75,32,33.69999999999999,189.45,1
215.0,0.87,1.0,33.75,0,6.0,39.75,0
4.0,0.4,1.0,60.0,0,2.250000000000007,62.25000000000001,0
1168.0,4.12,1.0,97.5,33,13.799999999999983,144.29999999999998,0
318.0,1.13,2.0,41.25,9,6.450000000000003,56.7,0
1046.0,3.86,1.0,97.5,0,26.625,124.125,1
610.0,3.2,1.0,71.25,24,10.049999999999997,105.3,0
721.0,2.38,2.0,71.25,20,26.200000000000003,117.45,1
451.0,2.25,1.0,56.25,12,6.450000000000003,74.7,0
1793.0,8.14,1.0,161.25,56,27.025000000000006,244.275,1
778.0,4.84,1.0,90.0,8,29.875,127.875,1
564.0,1.87,2.0,56.25,45,6.0,107.25,0
436.0,2.08,1.0,52.5,16,9.350000000000009,77.85000000000001,0
1423.0,6.37,1.0,127.5,27,5.699999999999989,160.2,0
160.0,0.97,1.0,30.0,0,6.0,36.0,0
1021.0,4.52,1.0,105.0,28,33.95000000000002,166.95000000000002,1
599.0,2.53,1.0,67.5,20,34.45000000000002,121.95000000000002,1
481.0,1.67,1.0,52.5,0,6.0,58.5,0
429.0,1.35,1.0,48.75,12,13.950000000000003,74.7,0
886.0,8.93,1.0,135.0,29,9.699999999999989,173.7,0
1398.0,6.18,2.0,127.5,31,26.44999999999999,184.95,1
618.0,2.64,1.0,63.75,0,6.0,69.75,0
563.0,2.04,1.0,60.0,15,13.200000000000003,88.2,0
1493.0,7.9,1.0,150.0,37,33.94999999999999,220.95,1
476.0,1.69,1.0,52.5,12,5.699999999999989,70.19999999999999,0
897.0,4.44,1.0,93.75,15,26.625,135.375,1
996.0,3.32,1.0,86.25,25,13.400000000000006,124.65,0
893.0,4.89,1.0,93.75,0,9.75,103.5,0
581.0,3.07,1.0,63.75,15,26.625,105.375,1
207.0,0.89,1.0,33.75,0,9.75,43.5,0
1037.0,4.78,1.0,101.25,8,26.125,135.375,1
37.0,0.13,1.0,18.75,0,13.5,32.25,0
2483.0,39.54,1.0,495.0,0,55.125,550.125,0
796.0,3.06,1.0,78.75,15,6.0,99.75,0
821.0,3.27,1.0,78.75,8,5.5,92.25,0
313.0,0.85,1.0,37.5,0,9.75,47.25,0
748.0,3.15,1.0,75.0,17,9.700000000000003,101.7,0
769.0,2.96,1.0,75.0,22,33.95000000000002,130.95000000000002,1
831.0,5.87,1.0,108.75,29,33.69999999999999,171.45,1
721.0,2.66,1.0,71.25,21,34.2,126.45,1
28.0,0.37,1.0,75.0,0,2.25,77.25,0
1337.0,13.42,1.0,202.5,69,26.32499999999999,297.825,1
155.0,1.34,1.0,33.75,8,13.0,54.75,0
801.0,3.86,2.0,82.5,22,30.875,135.375,1
456.0,1.3,6.0,48.75,0,13.500000000000007,62.25000000000001,0
289.0,1.13,1.0,37.5,38,5.5,81.0,0
1144.0,4.3,1.0,101.25,26,26.200000000000017,153.45000000000002,1
651.0,2.88,1.0,63.75,0,13.5,77.25,0
643.0,3.38,1.0,71.25,21,34.125,126.375,1
457.0,1.77,1.0,52.5,12,10.200000000000003,74.7,0
465.0,2.35,2.0,52.5,13,13.700000000000003,79.2,0
392.0,1.29,1.0,45.0,0,9.75,54.75,0
705.0,5.86,1.0,97.5,0,6.0,103.5,0
703.0,2.09,1.0,67.5,0,6.0,73.5,0
383.0,1.64,1.0,45.0,0,26.625,71.625,1
348.0,1.74,5.0,45.0,12,13.199999999999989,70.19999999999999,0
659.0,5.76,1.0,97.5,21,5.700000000000003,124.2,0
91.0,1.37,1.0,33.75,0,6.0,39.75,0
1101.0,8.16,1.0,131.25,8,26.125,165.375,1
3455.0,14.32,1.0,292.5,0,13.5,306.0,0
539.0,2.3,1.0,60.0,0,9.75,69.75,0
673.0,2.62,1.0,63.75,14,5.950000000000003,83.7,0
1203.0,9.04,6.0,150.0,35,26.94999999999999,211.95,1
1097.0,5.21,1.0,105.0,8,9.25,122.25,0
688.0,3.62,1.0,78.75,21,6.150000000000006,105.9,0
127.0,0.8,1.0,26.25,0,6.0,32.25,0
826.0,3.19,1.0,78.75,0,13.5,92.25,0
1046.0,3.28,1.0,93.75,20,5.950000000000003,119.7,0
109.0,0.45,1.0,26.25,0,13.5,39.75,0
622.0,4.02,0.0,75.0,8,26.125,109.125,1
779.0,3.72,1.0,78.75,25,6.424999999999997,110.175,0
212.0,0.72,1.0,33.75,0,9.75,43.5,0
653.0,2.7,1.0,67.5,0,6.0,73.5,0
1217.0,9.35,1.0,157.5,37,26.44999999999999,220.95,1
1445.0,4.23,1.0,116.25,0,13.5,129.75,0
4907.0,20.58,1.0,397.5,0,13.5,411.0,0
1291.0,6.37,1.0,127.5,0,6.0,133.5,0
1177.0,10.3,1.0,225.0,45,0.0,270.0,0
446.0,1.34,2.0,48.75,0,6.0,54.75,0
541.0,2.41,1.0,60.0,13,6.125,79.125,0
142.0,0.8,1.0,30.0,8,9.625,47.625,0
319.0,0.89,1.0,37.5,10,13.700000000000003,61.2,0
2769.0,43.73,2.0,918.75,0,13.5,932.25,0
420.0,1.56,1.0,48.75,14,5.6499999999999915,68.39999999999999,0
807.0,4.83,1.0,90.0,23,26.875,139.875,1
733.0,4.97,1.0,86.25,23,26.19999999999999,135.45,1
793.0,2.08,1.0,71.25,0,13.5,84.75,0
407.0,2.54,5.0,52.5,0,6.0,58.5,0
826.0,3.38,1.0,82.5,15,6.0,103.5,0
340.0,1.61,3.0,41.25,0,13.5,54.75,0
847.0,5.42,1.0,97.5,25,26.44999999999999,148.95,1
242.0,1.29,1.0,37.5,0,6.0,43.5,0
703.0,3.07,1.0,75.0,15,13.5,103.5,0
373.0,0.98,1.0,45.0,10,6.200000000000003,61.2,0
257.0,0.97,1.0,33.75,13,13.25,60.0,0
1963.0,5.47,1.0,153.75,50,13.375,217.125,0
1302.0,16.3,1.0,225.0,47,9.700000000000045,281.70000000000005,0
940.0,11.06,1.0,157.5,47,32.650000000000006,237.15,0
412.0,1.77,1.0,48.75,0,6.0,54.75,0
900.0,3.54,1.0,86.25,18,6.450000000000003,110.7,0
85.0,0.47,1.0,22.5,0,13.5,36.0,0
706.0,2.83,1.0,67.5,0,6.0,73.5,0
561.0,6.15,5.0,97.5,22,13.700000000000017,133.20000000000002,0
394.0,1.67,1.0,48.75,0,6.0,54.75,0
956.0,3.91,1.0,90.0,0,6.0,96.0,0
1587.0,8.24,1.0,150.0,33,13.199999999999989,196.2,0
1156.0,8.24,1.0,138.75,1,5.824999999999989,145.575,0
177.0,0.98,1.0,33.75,8,13.0,54.75,0
1075.0,4.18,1.0,101.25,15,9.75,126.0,0
38.0,0.13,2.0,18.75,0,6.0,24.75,0
760.0,2.41,1.0,71.25,0,13.5,84.75,0
1973.0,18.76,6.0,258.75,0,55.125,313.875,0
222.0,1.21,1.0,33.75,0,9.75,43.5,0
656.0,2.41,1.0,67.5,15,5.700000000000003,88.2,0
1916.0,9.75,1.0,180.0,0,30.375,210.375,1
572.0,2.57,1.0,63.75,24,34.575,122.325,1
725.0,2.8,1.0,71.25,0,6.0,77.25,0
277.0,1.51,1.0,45.0,15,30.375,90.375,1
901.0,15.18,1.0,375.0,75,2.6999999999999886,452.7,0
448.0,7.03,1.0,101.25,0,13.5,114.75,0
1458.0,4.83,1.0,120.0,25,6.125,151.125,0
373.0,2.27,1.0,48.75,0,9.75,58.5,0
566.0,2.41,1.0,60.0,21,9.375,90.375,0
1085.0,5.84,1.0,112.5,28,26.450000000000017,166.95000000000002,1
391.0,2.41,2.0,52.5,12,5.699999999999989,70.19999999999999,0
271.0,1.43,5.0,41.25,0,6.0,47.25,0
1415.0,11.65,1.0,180.0,41,26.94999999999999,247.95,1
697.0,2.17,1.0,67.5,16,13.700000000000003,97.2,0
1795.0,13.53,1.0,217.5,0,55.125,272.625,0
1353.0,4.35,1.0,112.5,0,6.0,118.5,0
1028.0,3.96,1.0,135.0,0,2.25,137.25,0
635.0,4.41,1.0,78.75,0,26.625,105.375,1
564.0,1.96,1.0,56.25,0,6.000000000000007,62.25000000000001,0
760.0,3.27,1.0,75.0,30,27.07499999999999,132.075,1
677.0,3.43,1.0,75.0,20,6.25,101.25,0
719.0,3.54,6.0,78.75,8,26.125,112.875,1
1198.0,17.53,1.0,236.25,58,55.39999999999998,349.65,0
470.0,1.77,1.0,52.5,0,6.0,58.5,0
770.0,5.47,1.0,97.5,26,29.875,153.375,1
228.0,2.35,2.0,45.0,10,6.200000000000003,61.2,0
361.0,2.25,1.0,48.75,15,13.875,77.625,0
4131.0,29.89,1.0,390.0,0,88.875,478.875,0
417.0,1.64,1.0,48.75,15,9.375,73.125,0
2292.0,23.14,1.0,315.0,64,6.199999999999989,385.2,0
381.0,2.3,1.0,52.5,9,13.875,75.375,0
629.0,2.61,1.0,67.5,0,6.0,73.5,0
641.0,1.9,1.0,63.75,14,5.950000000000003,83.7,0
1207.0,8.92,1.0,146.25,0,26.625,172.875,1
613.0,2.62,1.0,63.75,0,9.75,73.5,0
564.0,2.75,1.0,63.75,0,6.0,69.75,0
1328.0,5.42,1.0,112.5,0,6.0,118.5,0
711.0,4.54,1.0,82.5,23,29.94999999999999,135.45,1
3272.0,6.68,1.0,240.0,0,26.625,266.625,1
792.0,5.04,1.0,90.0,11,26.5,127.5,1
746.0,3.27,1.0,71.25,0,13.5,84.75,0
292.0,1.14,1.0,37.5,8,9.25,54.75,0
1887.0,6.81,1.0,157.5,0,6.0,163.5,0
318.0,1.3,4.0,41.25,15,9.75,66.0,0
626.0,3.23,1.0,67.5,0,34.275000000000006,101.775,1
295.0,1.17,1.0,41.25,0,13.5,54.75,0
1100.0,3.91,1.0,97.5,0,13.5,111.0,0
760.0,3.06,1.0,75.0,0,6.0,81.0,0
643.0,2.69,1.0,63.75,19,13.849999999999994,96.6,0
840.0,3.11,1.0,82.5,11,6.25,99.75,0
410.0,1.54,1.0,48.75,0,13.500000000000007,62.25000000000001,0
369.0,1.93,1.0,48.75,16,13.100000000000009,77.85000000000001,0
401.0,1.66,5.0,48.75,0,6.0,54.75,0
789.0,4.47,2.0,86.25,18,6.450000000000003,110.7,0
964.0,6.45,1.0,108.75,8,26.125,142.875,1
2119.0,17.28,1.0,240.0,0,13.5,253.5,0
930.0,6.07,1.0,105.0,0,26.625,131.625,1
419.0,1.79,1.0,48.75,12,13.950000000000003,74.7,0
386.0,2.12,1.0,48.75,12,9.449999999999989,70.19999999999999,0
463.0,1.08,1.0,48.75,0,6.0,54.75,0
378.0,2.25,1.0,52.5,0,6.0,58.5,0
1590.0,5.76,1.0,131.25,30,13.5,174.75,0
684.0,3.91,1.0,78.75,21,26.700000000000003,126.45,1
1520.0,3.98,1.0,120.0,22,6.5,148.5,0
665.0,3.86,1.0,75.0,15,30.375,120.375,1
657.0,4.43,1.0,82.5,0,6.0,88.5,0
529.0,2.04,1.0,56.25,0,13.5,69.75,0
1233.0,3.94,1.0,101.25,0,13.5,114.75,0
1249.0,9.59,1.0,161.25,22,10.25,193.5,0
245.0,1.82,1.0,41.25,18,30.299999999999997,89.55,1
405.0,1.93,1.0,48.75,0,13.500000000000007,62.25000000000001,0
530.0,2.19,2.0,56.25,0,6.000000000000007,62.25000000000001,0
535.0,3.22,1.0,63.75,14,5.950000000000003,83.7,0
947.0,6.28,1.0,108.75,40,27.125,175.875,1
793.0,0.82,1.0,63.75,0,6.0,69.75,0
1049.0,5.2,1.0,105.0,26,26.94999999999999,157.95,1
354.0,0.71,1.0,41.25,0,6.0,47.25,0
1198.0,5.01,1.0,150.0,0,2.25,152.25,0
625.0,2.49,1.0,67.5,15,13.5,96.0,0
1137.0,11.91,1.0,168.75,59,26.275000000000006,254.025,1
346.0,1.64,1.0,45.0,0,6.0,51.0,0
850.0,5.57,1.0,101.25,8,9.25,118.5,0
1046.0,7.35,3.0,150.0,0,2.25,152.25,0
769.0,3.67,5.0,82.5,22,6.125,110.625,0
1552.0,15.13,1.0,217.5,37,26.225000000000023,280.725,1
1700.0,8.87,2.0,165.0,8,26.125,199.125,1
1795.0,7.81,1.0,157.5,37,26.44999999999999,220.95,1
1860.0,12.28,2.0,198.75,22,34.625,255.375,1
1105.0,11.36,1.0,168.75,8,10.074999999999989,186.825,0
674.0,2.25,1.0,67.5,0,6.0,73.5,0
1009.0,11.56,5.0,165.0,0,34.125,199.125,1
3948.0,20.05,1.0,360.0,60,83.25,503.25,1
1745.0,6.39,1.0,146.25,35,26.19999999999999,207.45,1
361.0,1.51,2.0,45.0,0,13.5,58.5,0
897.0,3.91,1.0,90.0,29,26.80000000000001,145.8,1
433.0,1.88,1.0,52.5,0,9.750000000000007,62.25000000000001,0
740.0,2.75,1.0,75.0,0,6.0,81.0,0
1061.0,6.16,1.0,112.5,14,30.625,157.125,1
441.0,3.43,1.0,63.75,0,6.0,69.75,0
1317.0,7.11,6.0,131.25,32,26.19999999999999,189.45,1
577.0,5.79,5.0,93.75,8,13.0,114.75,0
177.0,0.97,6.0,33.75,0,9.75,43.5,0
952.0,3.77,1.0,90.0,25,33.94999999999999,148.95,1
298.0,1.82,1.0,45.0,13,5.75,63.75,0
685.0,2.43,1.0,67.5,8,13.0,88.5,0
1885.0,6.73,1.0,153.75,36,26.69999999999999,216.45,1
951.0,5.15,5.0,101.25,0,6.0,107.25,0
1070.0,5.57,1.0,108.75,0,34.125,142.875,1
170.0,1.11,6.0,33.75,0,6.0,39.75,0
292.0,1.26,1.0,41.25,0,13.5,54.75,0
385.0,1.63,6.0,45.0,13,5.75,63.75,0
2298.0,9.12,1.0,191.25,54,27.075000000000045,272.32500000000005,1
1344.0,5.6,1.0,123.75,38,26.19999999999999,187.95,1
1415.0,7.08,1.0,135.0,0,9.75,144.75,0
1169.0,6.13,1.0,112.5,0,2.25,114.75,0
558.0,3.06,2.0,67.5,15,5.700000000000003,88.2,0
777.0,7.08,1.0,112.5,0,6.0,118.5,0
1077.0,4.02,1.0,97.5,0,6.0,103.5,0
268.0,1.56,1.0,37.5,9,5.700000000000003,52.2,0
596.0,2.11,1.0,60.0,0,6.0,66.0,0
619.0,3.99,1.0,78.75,23,33.69999999999999,135.45,1
1078.0,5.13,1.0,101.25,0,6.0,107.25,0
725.0,3.19,1.0,75.0,8,5.5,88.5,0
526.0,2.7,1.0,60.0,13,6.200000000000003,79.2,0
770.0,4.47,1.0,86.25,20,13.450000000000003,119.7,0
1258.0,3.32,1.0,101.25,22,9.950000000000017,133.20000000000002,0
310.0,1.69,1.0,45.0,8,5.5,58.5,0
1594.0,8.92,1.0,150.0,15,2.25,167.25,0
917.0,7.21,1.0,116.25,8,26.125,150.375,1
2432.0,15.05,1.0,247.5,0,26.625,274.125,1
484.0,2.57,6.0,56.25,12,6.450000000000003,74.7,0
2034.0,5.94,1.0,131.25,0,13.5,144.75,0
1524.0,5.63,1.0,135.0,32,26.875,193.875,1
494.0,1.9,1.0,56.25,0,9.75,66.0,0
357.0,1.34,1.0,45.0,18,13.050000000000011,76.05000000000001,0
1147.0,6.05,1.0,116.25,0,9.75,126.0,0
1190.0,7.64,1.0,138.75,0,9.75,148.5,0
241.0,1.27,1.0,37.5,0,9.75,47.25,0
1451.0,3.54,1.0,116.25,30,26.625,172.875,1
553.0,2.49,2.0,60.0,15,13.200000000000003,88.2,0
1441.0,6.92,1.0,131.25,0,6.0,137.25,0
842.0,3.48,1.0,78.75,18,13.950000000000003,110.7,0
278.0,1.42,1.0,41.25,10,26.825000000000003,78.075,1
316.0,1.29,1.0,41.25,0,9.75,51.0,0
525.0,1.17,1.0,52.5,0,9.750000000000007,62.25000000000001,0
1819.0,13.66,1.0,213.75,48,26.69999999999999,288.45,1
1769.0,16.0,1.0,243.75,38,26.125,307.875,1
1037.0,5.79,1.0,112.5,35,6.25,153.75,0
340.0,1.26,1.0,41.25,0,13.5,54.75,0
719.0,2.67,1.0,71.25,8,5.5,84.75,0
749.0,5.47,2.0,93.75,0,6.0,99.75,0
416.0,1.82,2.0,48.75,0,26.625,75.375,1
850.0,2.96,1.0,97.5,20,2.200000000000003,119.7,0
554.0,2.2,1.0,56.25,22,6.5,84.75,0
2020.0,9.87,5.0,187.5,0,6.0,193.5,0
1016.0,6.15,1.0,112.5,24,10.199999999999989,146.7,0
2224.0,7.72,1.0,180.0,39,13.199999999999989,232.2,0
445.0,2.09,5.0,52.5,0,13.5,66.0,0
933.0,5.86,1.0,105.0,28,5.75,138.75,0
558.0,3.33,1.0,67.5,15,5.700000000000003,88.2,0
1252.0,3.44,2.0,105.0,0,13.5,118.5,0
1045.0,4.07,1.0,101.25,26,26.200000000000017,153.45000000000002,1
187.0,0.98,2.0,30.0,8,9.700000000000003,47.7,0
294.0,0.89,1.0,37.5,0,6.0,43.5,0
207.0,0.93,1.0,33.75,0,6.0,39.75,0
851.0,2.78,3.0,82.5,0,13.5,96.0,0
498.0,2.45,1.0,60.0,8,29.875,97.875,1
1155.0,7.5,1.0,127.5,0,6.0,133.5,0
1185.0,5.31,1.0,108.75,23,5.875,137.625,0
247.0,1.16,2.0,37.5,9,10.200000000000003,56.7,0
586.0,3.7,1.0,71.25,19,6.125,96.375,0
338.0,1.32,1.0,45.0,15,6.299999999999997,66.3,0
931.0,3.72,1.0,86.25,0,13.5,99.75,0
967.0,2.3,1.0,82.5,0,26.625,109.125,1
435.0,3.4,1.0,63.75,19,30.200000000000003,112.95,1
220.0,1.67,1.0,41.25,8,9.25,58.5,0
602.0,2.78,1.0,63.75,14,5.950000000000003,83.7,0
219.0,1.56,1.0,37.5,0,6.0,43.5,0
559.0,3.06,1.0,67.5,0,6.0,73.5,0
682.0,2.59,1.0,67.5,0,6.0,73.5,0
1088.0,3.54,1.0,93.75,20,5.950000000000003,119.7,0
1989.0,8.21,2.0,262.5,0,0.0,262.5,0
782.0,12.36,1.0,165.0,29,30.69999999999999,224.7,1
1327.0,6.2,1.0,127.5,46,26.82499999999999,200.325,1
1012.0,3.94,1.0,90.0,23,26.94999999999999,139.95,1
446.0,1.87,1.0,52.5,8,26.125,86.625,1
933.0,7.79,1.0,116.25,15,26.625,157.875,1
500.0,2.3,1.0,56.25,12,6.450000000000003,74.7,0
5331.0,19.91,1.0,408.75,0,6.0,414.75,0
888.0,6.15,1.0,105.0,17,26.724999999999994,148.725,1
456.0,1.77,1.0,52.5,0,9.750000000000007,62.25000000000001,0
773.0,6.34,1.0,101.25,29,13.150000000000006,143.4,0
817.0,5.79,1.0,101.25,0,9.75,111.0,0
852.0,3.86,2.0,82.5,0,6.0,88.5,0
318.0,1.56,1.0,41.25,9,6.450000000000003,56.7,0
478.0,4.36,1.0,75.0,0,9.75,84.75,0
1177.0,5.05,1.0,108.75,0,9.75,118.5,0
864.0,7.56,1.0,123.75,30,26.69999999999999,180.45,1
685.0,3.91,5.0,78.75,18,9.450000000000003,106.2,0
854.0,5.71,1.0,97.5,20,29.875,147.375,1
390.0,2.22,1.0,52.5,15,5.625,73.125,0
964.0,4.6,6.0,97.5,0,6.0,103.5,0
577.0,1.92,1.0,60.0,13,6.200000000000003,79.2,0
724.0,3.22,1.0,75.0,22,13.625,110.625,0
1084.0,5.09,2.0,108.75,0,6.0,114.75,0
371.0,1.5,1.0,45.0,13,5.75,63.75,0
696.0,2.41,1.0,67.5,0,6.0,73.5,0
552.0,2.49,1.0,60.0,0,9.75,69.75,0
309.0,1.13,1.0,37.5,13,26.450000000000003,76.95,1
754.0,3.93,1.0,82.5,18,10.200000000000003,110.7,0
400.0,0.98,2.0,45.0,4,5.75,54.75,0
1351.0,9.58,2.0,165.0,57,27.07499999999999,249.075,1
160.0,0.77,1.0,30.0,0,9.75,39.75,0
755.0,4.26,1.0,82.5,0,6.0,88.5,0
478.0,0.76,2.0,48.75,16,6.424999999999997,71.175,0
46.0,0.02,1.0,18.75,0,6.0,24.75,0
676.0,2.78,1.0,67.5,18,6.375,91.875,0
21.0,0.05,1.0,712.5,143,2.2000000000000455,857.7,0
1613.0,13.52,1.0,202.5,0,75.75,278.25,1
485.0,1.16,1.0,48.75,5,6.475000000000001,60.225,0
1151.0,3.85,1.0,97.5,0,13.5,111.0,0
461.0,2.85,1.0,60.0,13,6.200000000000003,79.2,0
1291.0,3.83,1.0,112.5,18,27.0,157.5,1
299.0,1.46,1.0,41.25,0,13.5,54.75,0
1022.0,2.86,1.0,86.25,0,13.5,99.75,0
903.0,3.65,1.0,86.25,20,13.450000000000003,119.7,0
1219.0,3.7,1.0,93.75,0,6.0,99.75,0
617.0,1.45,3.0,60.0,20,5.5,85.5,0
4281.0,17.7,1.0,348.75,0,6.0,354.75,0
826.0,4.51,2.0,86.25,0,6.0,92.25,0
1160.0,7.23,1.0,123.75,31,30.19999999999999,184.95,1
1458.0,5.71,1.0,131.25,47,27.025000000000006,205.275,1
199.0,0.74,1.0,33.75,12,5.924999999999997,51.675,0
531.0,4.67,1.0,82.5,18,5.700000000000003,106.2,0
1290.0,5.92,1.0,120.0,15,34.125,169.125,1
306.0,1.11,1.0,37.5,8,13.0,58.5,0
532.0,2.01,1.0,56.25,0,6.000000000000007,62.25000000000001,0
187.0,1.38,1.0,33.75,9,13.950000000000003,56.7,0
849.0,3.52,1.0,82.5,22,26.450000000000017,130.95000000000002,1
566.0,2.59,1.0,63.75,0,9.75,73.5,0
1985.0,10.78,1.0,198.75,45,26.625,270.375,1
1154.0,8.74,2.0,146.25,36,34.19999999999999,216.45,1
1028.0,5.15,3.0,97.5,0,6.0,103.5,0
2850.0,50.53,2.0,956.25,0,9.75,966.0,0
273.0,1.21,1.0,37.5,9,5.700000000000003,52.2,0
378.0,1.9,1.0,45.0,0,13.5,58.5,0
588.0,2.27,1.0,56.25,0,9.75,66.0,0
700.0,2.57,2.0,67.5,0,13.5,81.0,0
507.0,2.46,1.0,60.0,0,6.0,66.0,0
1653.0,5.62,1.0,135.0,34,33.94999999999999,202.95,1
386.0,1.46,1.0,45.0,0,13.5,58.5,0
1475.0,4.44,1.0,120.0,0,13.5,133.5,0
307.0,0.63,1.0,37.5,22,6.5,66.0,0
494.0,2.74,1.0,60.0,0,6.0,66.0,0
793.0,11.04,1.0,153.75,42,54.900000000000006,250.65,0
784.0,3.78,1.0,82.5,18,5.700000000000003,106.2,0
775.0,4.17,1.0,86.25,0,30.375,116.625,1
363.0,1.58,1.0,45.0,12,13.199999999999989,70.19999999999999,0
570.0,2.0,1.0,60.0,20,5.799999999999997,85.8,0
426.0,2.01,1.0,52.5,0,6.0,58.5,0
338.0,2.4,1.0,48.75,1,6.125,55.875,0
1154.0,7.5,1.0,127.5,8,29.875,165.375,1
2826.0,29.29,5.0,386.25,38,5.5,429.75,0
65.0,0.1,1.0,22.5,0,13.5,36.0,0
694.0,3.41,1.0,71.25,15,26.325000000000003,112.575,1
162.0,0.76,1.0,30.0,9,6.0,45.0,0
1009.0,5.75,1.0,108.75,29,5.650000000000006,143.4,0
658.0,1.77,1.0,63.75,0,6.0,69.75,0
422.0,1.72,1.0,48.75,18,9.300000000000011,76.05000000000001,0
386.0,1.63,1.0,45.0,0,9.75,54.75,0
525.0,2.41,1.0,60.0,0,6.0,66.0,0
641.0,3.44,1.0,71.25,16,33.95,121.2,1
975.0,4.28,1.0,101.25,0,26.625,127.875,1
969.0,5.63,1.0,108.75,27,26.69999999999999,162.45,1
1191.0,4.43,1.0,101.25,15,26.625,142.875,1
543.0,2.06,2.0,56.25,0,9.75,66.0,0
416.0,2.24,1.0,52.5,12,5.699999999999989,70.19999999999999,0
1139.0,3.3,1.0,101.25,0,6.0,107.25,0
313.0,1.45,2.0,41.25,11,13.375,65.625,0
372.0,1.29,1.0,45.0,0,6.0,51.0,0
902.0,3.89,1.0,90.0,0,6.0,96.0,0
1610.0,4.02,1.0,127.5,31,26.44999999999999,184.95,1
911.0,4.68,2.0,93.75,21,9.450000000000003,124.2,0
517.0,3.56,1.0,71.25,16,9.950000000000003,97.2,0
284.0,1.11,1.0,41.25,9,6.450000000000003,56.7,0
940.0,11.1,1.0,157.5,0,6.0,163.5,0
461.0,2.29,1.0,56.25,14,13.450000000000003,83.7,0
770.0,4.7,1.0,93.75,24,26.700000000000017,144.45000000000002,1
1587.0,18.27,1.0,243.75,0,6.0,249.75,0
1148.0,11.01,1.0,161.25,42,5.849999999999994,209.1,0
798.0,6.32,1.0,97.5,0,26.625,124.125,1
1846.0,7.72,1.0,180.0,37,6.125,223.125,0
810.0,3.38,1.0,78.75,0,13.5,92.25,0
545.0,1.26,1.0,52.5,0,13.5,66.0,0
455.0,5.15,1.0,82.5,0,6.0,88.5,0
871.0,3.11,1.0,78.75,0,6.0,84.75,0
