Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
2022-03-08,S004,P0010,Groceries,West,746,197,720,31.12,10,Sunny,0,27.5,Spring,0,178
2022-03-08,S004,P0011,Clothing,West,530,108,0,62.84,0,Sunny,0,62.55,Spring,0,95
2022-03-08,S004,P0012,Electronics,West,106,30,0,84.15,10,Sunny,0,92.2,Spring,0,39
2022-03-08,S004,P0013,Groceries,West,619,194,529,26.13,0,Sunny,0,28.86,Spring,0,180
2022-03-08,S004,P0014,Furniture,West,322,57,0,164.95,0,Sunny,0,177.58,Spring,0,70
2022-03-08,S004,P0015,Furniture,West,271,102,0,94.45,15,Sunny,1,112.13,Spring,0,115
2022-03-08,S004,P0016,Furniture,West,192,61,0,105.32,10,Sunny,0,112.89,Spring,0,72
2022-03-08,S004,P0017,Clothing,West,218,69,0,97.45,0,Sunny,0,113.75,Spring,0,95
2022-03-08,S004,P0018,Furniture,West,135,27,0,130.86,10,Sunny,0,127.73,Spring,0,34
2022-03-08,S004,P0019,Clothing,West,167,167,201,60.46,20,Sunny,1,64.65,Spring,0,173
2022-03-08,S004,P0020,Furniture,West,119,118,248,140.85,5,Sunny,0,152.04,Spring,0,111
2022-03-08,S005,P0001,Groceries,North,487,80,0,10.39,10,Cloudy,0,9.89,Spring,0,72
2022-03-08,S005,P0002,Electronics,North,158,149,0,38.44,20,Cloudy,1,37.56,Spring,0,125
2022-03-08,S005,P0003,Toys,North,192,180,188,38.15,5,Cloudy,0,34.16,Spring,0,173
2022-03-08,S005,P0004,Groceries,North,171,103,0,7.42,5,Cloudy,0,6.91,Spring,0,87
2022-03-08,S005,P0005,Groceries,North,247,90,0,14.04,15,Cloudy,1,12.53,Spring,0,86
2022-03-08,S005,P0006,Groceries,North,369,124,0,62.58,10,Cloudy,0,57.91,Spring,0,131
2022-03-08,S005,P0007,Groceries,North,379,119,302,106.55,0,Cloudy,0,95.0,Spring,0,168
2022-03-08,S005,P0008,Groceries,North,64,64,158,59.22,20,Cloudy,1,64.85,Spring,0,152
2022-03-08,S005,P0009,Groceries,North,464,144,464,99.83,10,Cloudy,1,109.69,Spring,0,145
2022-03-08,S005,P0010,Groceries,North,588,71,0,51.73,10,Cloudy,0,60.52,Spring,0,86
2022-03-08,S005,P0011,Electronics,North,709,126,0,92.96,5,Cloudy,0,81.07,Spring,0,142
2022-03-08,S005,P0012,Furniture,North,986,54,0,129.93,0,Cloudy,0,142.42,Spring,0,76
2022-03-08,S005,P0013,Groceries,North,747,148,0,88.75,10,Cloudy,0,103.46,Spring,0,196
2022-03-08,S005,P0014,Furniture,North,448,87,0,163.17,10,Cloudy,0,192.11,Spring,0,101
2022-03-08,S005,P0015,Groceries,North,402,122,0,42.6,20,Cloudy,1,47.39,Spring,0,117
2022-03-08,S005,P0016,Toys,North,159,43,0,28.31,10,Cloudy,0,32.36,Spring,0,64
2022-03-08,S005,P0017,Toys,North,194,174,149,42.49,10,Cloudy,0,46.2,Spring,0,171
2022-03-08,S005,P0018,Clothing,North,119,119,123,25.58,5,Cloudy,0,23.27,Spring,0,147
2022-03-08,S005,P0019,Furniture,North,153,61,0,113.58,20,Cloudy,1,127.67,Spring,0,80
2022-03-08,S005,P0020,Toys,North,165,75,0,28.6,10,Cloudy,0,25.44,Spring,0,88
2022-03-09,S001,P0001,Electronics,North,366,195,383,81.24,15,Rainy,1,72.83,Spring,0,175
2022-03-09,S001,P0002,Clothing,North,182,79,0,65.83,10,Rainy,0,62.76,Spring,0,114
2022-03-09,S001,P0003,Clothing,North,101,38,0,43.16,10,Rainy,0,39.02,Spring,0,44
2022-03-09,S001,P0004,Electronics,North,277,72,0,101.65,0,Rainy,0,88.7,Spring,0,63
2022-03-09,S001,P0005,Groceries,North,1098,24,0,45.02,5,Rainy,0,49.32,Spring,0,37
2022-03-09,S001,P0006,Toys,North,497,165,487,47.43,10,Rainy,1,44.73,Spring,0,161
2022-03-09,S001,P0007,Groceries,North,611,103,0,26.04,5,Rainy,0,23.52,Spring,0,113
2022-03-09,S001,P0008,Electronics,North,46,46,141,46.84,10,Rainy,0,42.64,Spring,0,125
2022-03-09,S001,P0009,Clothing,North,148,5,0,49.07,25,Rainy,1,44.5,Spring,0,4
2022-03-09,S001,P0010,Furniture,North,456,68,0,116.39,10,Rainy,0,106.9,Spring,0,63
2022-03-09,S001,P0011,Furniture,North,184,56,179,148.7,10,Rainy,1,171.91,Spring,0,80
2022-03-09,S001,P0012,Groceries,North,421,109,0,82.38,0,Rainy,0,95.67,Spring,0,97
2022-03-09,S001,P0013,Toys,North,113,94,88,29.58,15,Rainy,1,25.37,Spring,0,93
2022-03-09,S001,P0014,Groceries,North,262,116,0,61.3,25,Rainy,1,60.23,Spring,0,118
2022-03-09,S001,P0015,Toys,North,86,70,106,16.75,0,Rainy,0,18.76,Spring,0,108
2022-03-09,S001,P0016,Groceries,North,168,81,0,36.74,0,Rainy,0,35.06,Spring,0,68
2022-03-09,S001,P0017,Toys,North,114,109,124,22.74,10,Rainy,1,26.59,Spring,0,128
2022-03-09,S001,P0018,Groceries,North,136,136,210,69.55,25,Rainy,1,81.2,Spring,0,257
2022-03-09,S001,P0019,Furniture,North,108,93,96,115.38,5,Rainy,0,129.77,Spring,0,96
2022-03-09,S001,P0020,Furniture,North,588,56,0,105.1,10,Rainy,0,113.11,Spring,0,69
2022-03-09,S002,P0001,Groceries,South,406,253,750,95.33,20,Sunny,1,91.55,Spring,0,218
2022-03-09,S002,P0002,Toys,South,390,148,0,33.13,10,Sunny,0,35.05,Spring,0,128
2022-03-09,S002,P0003,Groceries,South,752,182,0,106.57,5,Sunny,0,118.85,Spring,0,214
2022-03-09,S002,P0004,Groceries,South,301,102,0,37.61,10,Sunny,0,44.53,Spring,0,95
2022-03-09,S002,P0005,Electronics,South,1024,47,0,85.85,0,Sunny,0,95.88,Spring,0,73
2022-03-09,S002,P0006,Clothing,South,98,91,106,65.11,15,Sunny,1,63.3,Spring,0,128
2022-03-09,S002,P0007,Toys,South,286,45,0,24.07,10,Sunny,0,22.82,Spring,0,62
2022-03-09,S002,P0008,Groceries,South,89,28,50,20.09,10,Sunny,0,18.23,Spring,0,44
2022-03-09,S002,P0009,Groceries,South,200,112,0,62.59,15,Sunny,1,73.86,Spring,0,153
2022-03-09,S002,P0010,Groceries,South,147,147,170,105.86,5,Sunny,0,104.1,Spring,0,156
2022-03-09,S002,P0011,Groceries,South,621,125,0,87.31,20,Sunny,1,93.14,Spring,0,142
2022-03-09,S002,P0012,Electronics,South,440,133,0,74.07,10,Sunny,0,68.42,Spring,0,136
2022-03-09,S002,P0013,Groceries,South,337,233,652,25.05,20,Sunny,1,28.36,Spring,0,222
2022-03-09,S002,P0014,Electronics,South,728,159,0,109.6,25,Sunny,1,121.52,Spring,0,146
2022-03-09,S002,P0015,Clothing,South,838,93,0,67.08,10,Sunny,0,62.81,Spring,0,105
2022-03-09,S002,P0016,Clothing,South,243,114,261,103.6,0,Sunny,0,93.85,Spring,0,129
2022-03-09,S002,P0017,Toys,South,263,102,0,19.58,15,Sunny,1,22.71,Spring,0,125
2022-03-09,S002,P0018,Clothing,South,126,126,143,25.9,20,Sunny,1,30.75,Spring,0,144
2022-03-09,S002,P0019,Clothing,South,315,23,0,58.98,10,Sunny,0,70.49,Spring,0,20
2022-03-09,S002,P0020,Furniture,South,409,88,0,139.97,10,Sunny,0,122.16,Spring,0,113
2022-03-09,S003,P0001,Toys,East,283,58,0,14.48,15,Sunny,1,14.13,Spring,0,84
2022-03-09,S003,P0002,Groceries,East,381,120,483,67.32,5,Sunny,0,62.52,Spring,0,157
2022-03-09,S003,P0003,Electronics,East,151,70,93,77.64,10,Sunny,0,91.49,Spring,0,84
2022-03-09,S003,P0004,Groceries,East,473,88,0,26.36,5,Sunny,0,25.41,Spring,0,140
2022-03-09,S003,P0005,Toys,East,625,67,0,23.34,5,Sunny,0,21.85,Spring,0,104
2022-03-09,S003,P0006,Toys,East,170,170,305,70.18,10,Sunny,1,66.38,Spring,0,361
2022-03-09,S003,P0007,Groceries,East,550,127,0,19.1,5,Sunny,0,18.97,Spring,0,150
2022-03-09,S003,P0008,Clothing,East,233,51,0,96.02,5,Sunny,0,113.84,Spring,0,58
2022-03-09,S003,P0009,Groceries,East,176,84,0,51.06,10,Sunny,1,46.53,Spring,0,96
2022-03-09,S003,P0010,Groceries,East,95,95,220,52.66,5,Sunny,0,50.92,Spring,0,202
2022-03-09,S003,P0011,Electronics,East,440,148,0,133.21,10,Sunny,1,161.11,Spring,0,154
2022-03-09,S003,P0012,Furniture,East,218,84,150,98.44,10,Sunny,0,95.14,Spring,0,89
2022-03-09,S003,P0013,Groceries,East,1015,280,864,96.36,15,Sunny,1,94.66,Spring,0,243
2022-03-09,S003,P0014,Groceries,East,0,0,0,87.68,25,Sunny,1,75.71,Spring,0,149
2022-03-09,S003,P0015,Groceries,East,78,78,716,116.56,0,Sunny,0,125.88,Spring,0,155
2022-03-09,S003,P0016,Electronics,East,182,27,0,77.19,5,Sunny,0,76.03,Spring,0,26
2022-03-09,S003,P0017,Furniture,East,266,100,0,114.18,20,Sunny,1,106.33,Spring,0,107
2022-03-09,S003,P0018,Furniture,East,383,136,599,142.99,20,Sunny,1,121.91,Spring,0,147
2022-03-09,S003,P0019,Groceries,East,169,130,159,61.94,10,Sunny,0,53.04,Spring,0,154
2022-03-09,S003,P0020,Clothing,East,636,97,535,85.51,5,Sunny,0,98.26,Spring,0,159
2022-03-09,S004,P0001,Groceries,West,745,168,975,14.82,10,Sunny,1,12.64,Spring,0,222
2022-03-09,S004,P0002,Groceries,West,66,59,0,20.77,0,Sunny,0,18.36,Spring,0,89
2022-03-09,S004,P0003,Furniture,West,241,92,0,153.62,0,Sunny,0,143.05,Spring,0,87
2022-03-09,S004,P0004,Groceries,West,237,57,0,50.25,5,Sunny,0,45.72,Spring,0,78
2022-03-09,S004,P0005,Clothing,West,109,54,59,55.83,10,Sunny,0,62.94,Spring,0,50
2022-03-09,S004,P0006,Groceries,West,444,142,0,35.38,10,Sunny,1,39.3,Spring,0,121
2022-03-09,S004,P0007,Groceries,West,1100,146,0,29.21,10,Sunny,0,32.08,Spring,0,137
2022-03-09,S004,P0008,Furniture,West,75,73,114,110.79,5,Sunny,0,99.69,Spring,0,109
2022-03-09,S004,P0009,Clothing,West,124,87,0,115.76,10,Sunny,1,127.41,Spring,0,130
2022-03-09,S004,P0010,Groceries,West,549,141,0,30.2,5,Sunny,0,26.44,Spring,0,148
2022-03-09,S004,P0011,Clothing,West,422,133,556,63.59,10,Sunny,1,70.8,Spring,0,151
2022-03-09,S004,P0012,Electronics,West,76,76,119,127.58,10,Sunny,0,120.73,Spring,0,146
2022-03-09,S004,P0013,Groceries,West,425,155,0,26.24,10,Sunny,1,27.73,Spring,0,225
2022-03-09,S004,P0014,Furniture,West,265,93,0,144.14,20,Sunny,1,139.25,Spring,0,80
2022-03-09,S004,P0015,Furniture,West,550,76,0,94.36,0,Sunny,0,101.05,Spring,0,67
2022-03-09,S004,P0016,Furniture,West,131,71,0,127.24,5,Sunny,0,117.8,Spring,0,96
2022-03-09,S004,P0017,Clothing,West,149,91,118,94.49,20,Sunny,1,94.18,Spring,0,141
2022-03-09,S004,P0018,Furniture,West,108,44,79,142.07,10,Sunny,1,168.27,Spring,0,68
2022-03-09,S004,P0019,Clothing,West,201,126,0,62.07,0,Sunny,0,73.41,Spring,0,106
2022-03-09,S004,P0020,Furniture,West,123,66,0,121.56,5,Sunny,0,131.35,Spring,0,68
2022-03-09,S005,P0001,Groceries,North,407,115,0,10.2,20,Rainy,1,10.15,Spring,0,100
2022-03-09,S005,P0002,Electronics,North,9,9,0,36.2,5,Rainy,0,40.53,Spring,0,71
2022-03-09,S005,P0003,Toys,North,200,200,205,42.55,0,Rainy,0,50.84,Spring,0,217
2022-03-09,S005,P0004,Groceries,North,68,68,139,9.85,0,Rainy,0,9.3,Spring,0,163
2022-03-09,S005,P0005,Groceries,North,157,42,137,14.22,5,Rainy,0,13.59,Spring,0,59
2022-03-09,S005,P0006,Groceries,North,1051,136,0,57.36,20,Rainy,1,65.0,Spring,0,160
2022-03-09,S005,P0007,Groceries,North,260,144,0,92.77,5,Rainy,0,91.06,Spring,0,137
2022-03-09,S005,P0008,Groceries,North,158,88,132,66.18,5,Rainy,0,56.39,Spring,0,114
2022-03-09,S005,P0009,Groceries,North,320,78,0,84.73,15,Rainy,1,76.84,Spring,0,94
2022-03-09,S005,P0010,Groceries,North,517,147,0,67.0,0,Rainy,0,78.65,Spring,0,135
2022-03-09,S005,P0011,Electronics,North,583,67,0,65.99,20,Rainy,1,57.5,Spring,0,87
2022-03-09,S005,P0012,Furniture,North,932,48,0,130.78,0,Rainy,0,129.34,Spring,0,63
2022-03-09,S005,P0013,Groceries,North,599,90,0,59.55,20,Rainy,1,52.17,Spring,0,83
2022-03-09,S005,P0014,Furniture,North,361,101,329,178.16,15,Rainy,1,161.58,Spring,0,131
2022-03-09,S005,P0015,Groceries,North,280,161,318,54.67,10,Rainy,0,54.18,Spring,0,144
2022-03-09,S005,P0016,Toys,North,116,56,0,29.12,10,Rainy,0,33.75,Spring,0,72
2022-03-09,S005,P0017,Toys,North,169,124,119,39.66,10,Rainy,1,35.09,Spring,0,129
2022-03-09,S005,P0018,Clothing,North,123,117,99,18.04,20,Rainy,1,19.41,Spring,0,106
2022-03-09,S005,P0019,Furniture,North,289,53,0,133.66,0,Rainy,0,125.3,Spring,0,50
2022-03-09,S005,P0020,Toys,North,90,90,123,32.46,5,Rainy,0,30.04,Spring,0,110
2022-03-10,S001,P0001,Electronics,North,171,65,0,61.18,10,Rainy,0,65.79,Spring,0,79
2022-03-10,S001,P0002,Clothing,North,103,103,117,61.59,10,Rainy,0,67.49,Spring,0,110
2022-03-10,S001,P0003,Clothing,North,678,149,1075,67.39,20,Rainy,1,63.48,Spring,0,231
2022-03-10,S001,P0004,Electronics,North,205,66,0,89.97,10,Rainy,0,102.11,Spring,0,72
2022-03-10,S001,P0005,Groceries,North,1074,43,0,46.12,15,Rainy,1,45.84,Spring,0,59
2022-03-10,S001,P0006,Toys,North,332,62,0,35.68,5,Rainy,0,39.82,Spring,0,69
2022-03-10,S001,P0007,Groceries,North,508,112,529,23.95,10,Rainy,0,28.71,Spring,0,120
2022-03-10,S001,P0008,Electronics,North,141,105,108,46.69,5,Rainy,0,42.41,Spring,0,107
2022-03-10,S001,P0009,Clothing,North,143,81,105,76.69,15,Rainy,1,86.27,Spring,0,99
2022-03-10,S001,P0010,Furniture,North,388,79,396,128.14,5,Rainy,0,139.89,Spring,0,89
2022-03-10,S001,P0011,Furniture,North,128,63,0,135.92,10,Rainy,0,144.72,Spring,0,55
2022-03-10,S001,P0012,Groceries,North,312,101,0,78.53,10,Rainy,0,77.42,Spring,0,98
2022-03-10,S001,P0013,Toys,North,107,107,187,33.22,25,Rainy,1,29.68,Spring,0,175
2022-03-10,S001,P0014,Groceries,North,146,146,501,71.75,20,Rainy,1,80.71,Spring,0,168
2022-03-10,S001,P0015,Toys,North,122,84,131,13.97,20,Rainy,1,16.39,Spring,0,121
2022-03-10,S001,P0016,Groceries,North,595,54,0,34.89,10,Rainy,0,30.32,Spring,0,83
2022-03-10,S001,P0017,Toys,North,129,110,93,23.1,0,Rainy,0,27.62,Spring,0,100
2022-03-10,S001,P0018,Groceries,North,210,57,0,57.58,0,Rainy,0,63.26,Spring,0,82
2022-03-10,S001,P0019,Furniture,North,111,37,65,100.93,5,Rainy,0,121.45,Spring,0,58
2022-03-10,S001,P0020,Furniture,North,532,54,0,87.89,25,Rainy,1,101.59,Spring,0,70
2022-03-10,S002,P0001,Groceries,South,153,99,0,75.23,10,Rainy,0,86.1,Spring,0,107
2022-03-10,S002,P0002,Toys,South,242,128,286,35.72,5,Rainy,0,43.21,Spring,0,136
2022-03-10,S002,P0003,Groceries,South,570,116,0,73.41,20,Rainy,1,82.68,Spring,0,138
2022-03-10,S002,P0004,Groceries,South,199,70,0,42.89,0,Rainy,0,36.73,Spring,0,88
2022-03-10,S002,P0005,Electronics,South,977,97,0,70.62,25,Rainy,1,63.95,Spring,0,85
2022-03-10,S002,P0006,Clothing,South,113,113,142,74.74,5,Rainy,0,71.86,Spring,0,137
2022-03-10,S002,P0007,Toys,South,725,127,0,28.02,10,Rainy,0,27.91,Spring,0,106
2022-03-10,S002,P0008,Groceries,South,111,71,91,23.17,10,Rainy,0,21.08,Spring,0,82
2022-03-10,S002,P0009,Groceries,South,383,201,366,77.69,10,Rainy,1,83.46,Spring,0,214
2022-03-10,S002,P0010,Groceries,South,170,127,119,100.38,0,Rainy,0,105.92,Spring,0,137
2022-03-10,S002,P0011,Groceries,South,496,69,0,85.6,10,Rainy,0,91.17,Spring,0,98
2022-03-10,S002,P0012,Electronics,South,307,26,0,54.89,0,Rainy,0,47.79,Spring,0,22
2022-03-10,S002,P0013,Groceries,South,104,104,0,25.71,10,Rainy,1,25.28,Spring,0,166
2022-03-10,S002,P0014,Electronics,South,569,95,0,122.57,10,Rainy,1,112.27,Spring,0,106
2022-03-10,S002,P0015,Clothing,South,745,125,0,58.61,20,Rainy,1,65.5,Spring,0,116
2022-03-10,S002,P0016,Clothing,South,129,129,0,90.24,10,Rainy,0,103.24,Spring,0,135
2022-03-10,S002,P0017,Toys,South,161,161,519,24.44,5,Rainy,0,25.85,Spring,0,163
2022-03-10,S002,P0018,Clothing,South,143,69,0,24.93,10,Rainy,0,23.64,Spring,0,79
2022-03-10,S002,P0019,Clothing,South,292,59,0,76.71,0,Rainy,0,83.96,Spring,0,58
2022-03-10,S002,P0020,Furniture,South,321,47,0,96.67,20,Rainy,1,113.37,Spring,0,56
2022-03-10,S003,P0001,Toys,East,225,97,249,18.35,0,Rainy,0,18.03,Spring,0,106
2022-03-10,S003,P0002,Groceries,East,261,154,0,68.78,0,Rainy,0,64.76,Spring,0,147
2022-03-10,S003,P0003,Electronics,East,174,108,164,82.26,25,Rainy,1,74.29,Spring,0,144
2022-03-10,S003,P0004,Groceries,East,385,94,0,22.36,10,Rainy,0,19.17,Spring,0,104
2022-03-10,S003,P0005,Toys,East,558,126,0,20.24,20,Rainy,1,19.2,Spring,0,113
2022-03-10,S003,P0006,Toys,East,305,112,0,37.86,10,Rainy,0,41.77,Spring,0,117
2022-03-10,S003,P0007,Groceries,East,423,81,0,13.99,5,Rainy,0,16.03,Spring,0,69
2022-03-10,S003,P0008,Clothing,East,397,36,0,100.41,0,Rainy,0,116.56,Spring,0,56
2022-03-10,S003,P0009,Groceries,East,92,88,123,41.96,25,Rainy,1,45.63,Spring,0,108
2022-03-10,S003,P0010,Groceries,East,220,17,0,30.05,5,Rainy,0,26.24,Spring,0,28
2022-03-10,S003,P0011,Electronics,East,292,53,0,111.43,5,Rainy,0,101.08,Spring,0,65
2022-03-10,S003,P0012,Furniture,East,134,86,0,99.33,0,Rainy,0,112.89,Spring,0,76
2022-03-10,S003,P0013,Groceries,East,735,120,0,63.38,15,Rainy,1,74.24,Spring,0,105
2022-03-10,S003,P0014,Groceries,East,556,158,635,110.12,10,Rainy,1,131.65,Spring,0,185
2022-03-10,S003,P0015,Groceries,East,561,84,0,87.17,10,Rainy,1,80.44,Spring,0,79
2022-03-10,S003,P0016,Electronics,East,388,94,0,107.36,0,Rainy,0,124.4,Spring,0,117
2022-03-10,S003,P0017,Furniture,East,166,69,0,125.36,5,Rainy,0,117.39,Spring,0,83
2022-03-10,S003,P0018,Furniture,East,247,37,0,121.64,0,Rainy,0,143.75,Spring,0,48
2022-03-10,S003,P0019,Groceries,East,198,96,118,62.27,0,Rainy,0,73.5,Spring,0,137
2022-03-10,S003,P0020,Clothing,East,539,158,0,74.14,20,Rainy,1,68.08,Spring,0,151
2022-03-10,S004,P0001,Groceries,West,577,140,0,12.36,0,Rainy,0,14.18,Spring,0,132
2022-03-10,S004,P0002,Groceries,West,488,104,0,20.54,0,Rainy,0,18.13,Spring,0,86
2022-03-10,S004,P0003,Furniture,West,149,70,0,107.47,20,Rainy,1,117.77,Spring,0,64
2022-03-10,S004,P0004,Groceries,West,180,132,0,61.6,0,Rainy,0,60.93,Spring,0,125
2022-03-10,S004,P0005,Clothing,West,114,80,83,50.18,25,Rainy,1,60.01,Spring,0,70
2022-03-10,S004,P0006,Groceries,West,302,165,401,40.67,10,Rainy,0,48.96,Spring,0,169
2022-03-10,S004,P0007,Groceries,West,954,86,0,26.97,10,Rainy,0,29.13,Spring,0,111
2022-03-10,S004,P0008,Furniture,West,116,113,101,100.36,5,Rainy,0,116.64,Spring,0,94
2022-03-10,S004,P0009,Clothing,West,394,140,505,108.9,20,Rainy,1,125.77,Spring,0,149
2022-03-10,S004,P0010,Groceries,West,408,93,0,22.41,10,Rainy,0,26.46,Spring,0,86
2022-03-10,S004,P0011,Clothing,West,289,55,0,52.25,10,Rainy,0,55.43,Spring,0,87
2022-03-10,S004,P0012,Electronics,West,119,68,0,99.72,10,Rainy,0,93.92,Spring,0,69
2022-03-10,S004,P0013,Groceries,West,270,223,0,25.3,15,Rainy,1,23.56,Spring,0,212
2022-03-10,S004,P0014,Furniture,West,172,88,210,186.54,10,Rainy,1,186.1,Spring,0,123
2022-03-10,S004,P0015,Furniture,West,474,86,0,100.35,10,Rainy,1,85.67,Spring,0,100
2022-03-10,S004,P0016,Furniture,West,296,62,0,126.23,0,Rainy,0,111.09,Spring,0,79
2022-03-10,S004,P0017,Clothing,West,176,96,90,93.04,10,Rainy,0,90.2,Spring,0,98
2022-03-10,S004,P0018,Furniture,West,143,84,107,180.74,5,Rainy,0,163.81,Spring,0,108
2022-03-10,S004,P0019,Clothing,West,75,45,60,48.28,10,Rainy,0,57.05,Spring,0,63
2022-03-10,S004,P0020,Furniture,West,305,121,0,115.16,25,Rainy,1,107.85,Spring,0,106
2022-03-10,S005,P0001,Groceries,North,292,69,0,10.73,10,Rainy,0,10.57,Spring,0,81
2022-03-10,S005,P0002,Electronics,North,656,82,0,39.88,0,Rainy,0,44.42,Spring,0,83
2022-03-10,S005,P0003,Toys,North,205,150,189,27.46,25,Rainy,1,30.13,Spring,0,158
2022-03-10,S005,P0004,Groceries,North,139,139,145,9.08,5,Rainy,0,10.59,Spring,0,171
2022-03-10,S005,P0005,Groceries,North,115,56,0,12.6,25,Rainy,1,11.37,Spring,0,91
2022-03-10,S005,P0006,Groceries,North,915,86,0,62.91,10,Rainy,0,60.8,Spring,0,133
2022-03-10,S005,P0007,Groceries,North,418,107,0,95.71,0,Rainy,0,94.79,Spring,0,130
2022-03-10,S005,P0008,Groceries,North,202,53,0,57.34,10,Rainy,0,56.6,Spring,0,87
2022-03-10,S005,P0009,Groceries,North,242,157,0,96.24,15,Rainy,1,116.19,Spring,0,153
2022-03-10,S005,P0010,Groceries,North,370,76,0,59.87,0,Rainy,0,52.44,Spring,0,83
2022-03-10,S005,P0011,Electronics,North,516,51,0,74.41,0,Rainy,0,83.38,Spring,0,73
2022-03-10,S005,P0012,Furniture,North,884,53,0,124.49,5,Rainy,0,114.44,Spring,0,64
2022-03-10,S005,P0013,Groceries,North,509,55,0,61.91,15,Rainy,1,74.13,Spring,0,91
2022-03-10,S005,P0014,Furniture,North,260,40,0,135.14,15,Rainy,1,152.12,Spring,0,63
2022-03-10,S005,P0015,Groceries,North,119,119,0,48.81,20,Rainy,1,58.87,Spring,0,164
2022-03-10,S005,P0016,Toys,North,722,59,0,33.55,5,Rainy,0,36.63,Spring,0,97
2022-03-10,S005,P0017,Toys,North,164,114,154,44.45,0,Rainy,0,38.21,Spring,0,131
2022-03-10,S005,P0018,Clothing,North,105,105,153,23.34,10,Rainy,0,20.51,Spring,0,134
2022-03-10,S005,P0019,Furniture,North,236,34,0,119.47,5,Rainy,0,133.09,Spring,0,47
2022-03-10,S005,P0020,Toys,North,123,100,106,24.87,20,Rainy,1,28.23,Spring,0,97
2022-03-11,S001,P0001,Electronics,North,489,32,0,58.13,0,Rainy,0,68.76,Spring,0,38
2022-03-11,S001,P0002,Clothing,North,117,117,112,65.9,10,Rainy,0,57.07,Spring,0,115
2022-03-11,S001,P0003,Clothing,North,529,103,0,67.31,0,Rainy,0,75.54,Spring,0,162
2022-03-11,S001,P0004,Electronics,North,139,139,290,105.46,15,Rainy,1,99.15,Spring,0,122
2022-03-11,S001,P0005,Groceries,North,1031,75,0,55.05,10,Rainy,0,64.93,Spring,0,108
2022-03-11,S001,P0006,Toys,North,270,95,0,46.79,10,Rainy,0,42.87,Spring,0,156
2022-03-11,S001,P0007,Groceries,North,396,219,0,30.55,10,Rainy,1,28.61,Spring,0,188
2022-03-11,S001,P0008,Electronics,North,144,124,120,40.3,15,Rainy,1,46.54,Spring,0,112
2022-03-11,S001,P0009,Clothing,North,167,101,86,74.63,20,Rainy,1,65.39,Spring,0,93
2022-03-11,S001,P0010,Furniture,North,309,55,0,116.99,10,Rainy,0,116.97,Spring,0,64
2022-03-11,S001,P0011,Furniture,North,244,73,0,146.56,10,Rainy,0,136.64,Spring,0,62
2022-03-11,S001,P0012,Groceries,North,211,121,203,76.99,10,Rainy,1,83.31,Spring,0,108
2022-03-11,S001,P0013,Toys,North,187,93,133,36.75,5,Rainy,0,35.71,Spring,0,127
2022-03-11,S001,P0014,Groceries,North,437,75,0,57.95,10,Rainy,1,64.26,Spring,0,63
2022-03-11,S001,P0015,Toys,North,169,99,128,17.07,10,Rainy,0,16.18,Spring,0,131
2022-03-11,S001,P0016,Groceries,North,541,69,0,35.21,10,Rainy,0,38.14,Spring,0,100
2022-03-11,S001,P0017,Toys,North,112,109,173,24.08,15,Rainy,1,21.3,Spring,0,150
2022-03-11,S001,P0018,Groceries,North,153,54,71,53.4,5,Rainy,0,62.98,Spring,0,75
2022-03-11,S001,P0019,Furniture,North,139,23,0,92.16,10,Rainy,0,84.81,Spring,0,36
2022-03-11,S001,P0020,Furniture,North,478,30,0,91.65,10,Rainy,0,97.09,Spring,0,34
2022-03-11,S002,P0001,Groceries,South,54,53,0,73.75,0,Rainy,0,88.11,Spring,0,71
2022-03-11,S002,P0002,Toys,South,114,106,0,35.08,5,Rainy,0,34.84,Spring,0,113
2022-03-11,S002,P0003,Groceries,South,454,109,0,75.95,5,Rainy,0,81.41,Spring,0,94
2022-03-11,S002,P0004,Groceries,South,490,170,407,45.16,15,Rainy,1,44.95,Spring,0,157
2022-03-11,S002,P0005,Electronics,South,880,58,0,85.65,0,Rainy,0,79.67,Spring,0,59
2022-03-11,S002,P0006,Clothing,South,142,61,0,53.12,10,Rainy,0,62.65,Spring,0,65
2022-03-11,S002,P0007,Toys,South,598,180,0,31.6,15,Rainy,1,31.49,Spring,0,167
2022-03-11,S002,P0008,Groceries,South,131,84,0,21.58,10,Rainy,1,22.78,Spring,0,77
2022-03-11,S002,P0009,Groceries,South,182,182,0,76.03,10,Rainy,1,87.11,Spring,0,205
2022-03-11,S002,P0010,Groceries,South,162,67,0,87.24,0,Rainy,0,84.65,Spring,0,78
2022-03-11,S002,P0011,Groceries,South,427,92,0,93.94,0,Rainy,0,110.96,Spring,0,94
2022-03-11,S002,P0012,Electronics,South,281,103,0,51.95,25,Rainy,1,56.0,Spring,0,97
2022-03-11,S002,P0013,Groceries,South,0,0,0,22.61,0,Rainy,0,24.01,Spring,0,104
2022-03-11,S002,P0014,Electronics,South,474,41,0,88.03,20,Rainy,1,93.39,Spring,0,60
2022-03-11,S002,P0015,Clothing,South,620,107,0,64.42,10,Rainy,0,55.18,Spring,0,93
2022-03-11,S002,P0016,Clothing,South,261,40,0,66.85,5,Rainy,0,73.97,Spring,0,34
